:Data_list: 20160315_Gp_xr_1m.txt
:Created: 2016 Mar 16 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2016 03 15  1456   57462  53760     1.00e-09    2.87e-07
2016 03 15  1457   57462  53820     1.00e-09    2.92e-07
2016 03 15  1458   57462  53880     1.00e-09    2.91e-07
2016 03 15  1459   57462  53940     1.00e-09    2.91e-07
2016 03 15  1500   57462  54000     1.00e-09    2.94e-07
2016 03 15  1501   57462  54060     1.00e-09    2.92e-07
2016 03 15  1502   57462  54120     1.00e-09    2.92e-07
2016 03 15  1503   57462  54180     1.00e-09    2.95e-07
2016 03 15  1504   57462  54240     1.00e-09    3.10e-07
2016 03 15  1505   57462  54300     1.00e-09    3.19e-07
2016 03 15  1506   57462  54360     1.00e-09    3.23e-07
2016 03 15  1507   57462  54420     1.04e-09    3.30e-07
2016 03 15  1508   57462  54480     1.00e-09    3.32e-07
2016 03 15  1509   57462  54540     1.00e-09    3.37e-07
2016 03 15  1510   57462  54600     1.02e-09    3.41e-07
2016 03 15  1511   57462  54660     1.06e-09    3.50e-07
2016 03 15  1512   57462  54720     1.00e-09    3.60e-07
2016 03 15  1513   57462  54780     1.00e-09    3.64e-07
2016 03 15  1514   57462  54840     1.00e-09    3.68e-07
2016 03 15  1515   57462  54900     1.00e-09    3.73e-07
2016 03 15  1516   57462  54960     1.00e-09    3.75e-07
2016 03 15  1517   57462  55020     1.00e-09    3.71e-07
2016 03 15  1518   57462  55080     1.02e-09    3.75e-07
2016 03 15  1519   57462  55140     1.00e-09    3.78e-07
2016 03 15  1520   57462  55200     1.00e-09    3.83e-07
2016 03 15  1521   57462  55260     1.02e-09    3.80e-07
2016 03 15  1522   57462  55320     1.00e-09    3.79e-07
2016 03 15  1523   57462  55380     1.00e-09    3.81e-07
2016 03 15  1524   57462  55440     1.00e-09    3.83e-07
2016 03 15  1525   57462  55500     1.00e-09    3.79e-07
2016 03 15  1526   57462  55560     1.00e-09    3.81e-07
2016 03 15  1527   57462  55620     1.00e-09    3.93e-07
2016 03 15  1528   57462  55680     1.00e-09    3.84e-07
2016 03 15  1529   57462  55740     1.00e-09    3.75e-07
2016 03 15  1530   57462  55800     1.00e-09    3.66e-07
2016 03 15  1531   57462  55860     1.00e-09    3.61e-07
2016 03 15  1532   57462  55920     1.00e-09    3.57e-07
2016 03 15  1533   57462  55980     1.00e-09    3.62e-07
2016 03 15  1534   57462  56040     8.01e-09    4.51e-07
2016 03 15  1535   57462  56100     3.15e-08    6.05e-07
2016 03 15  1536   57462  56160     7.37e-08    8.28e-07
2016 03 15  1537   57462  56220     8.00e-08    9.17e-07
2016 03 15  1538   57462  56280     9.26e-08    1.04e-06
2016 03 15  1539   57462  56340     6.71e-08    9.90e-07
2016 03 15  1540   57462  56400     4.13e-08    8.77e-07
2016 03 15  1541   57462  56460     2.73e-08    7.97e-07
2016 03 15  1542   57462  56520     1.79e-08    7.22e-07
2016 03 15  1543   57462  56580     7.98e-09    6.26e-07
2016 03 15  1544   57462  56640     5.45e-09    5.45e-07
2016 03 15  1545   57462  56700     1.24e-09    4.76e-07
2016 03 15  1546   57462  56760     1.00e-09    4.32e-07
2016 03 15  1547   57462  56820     1.00e-09    3.96e-07
2016 03 15  1548   57462  56880     1.00e-09    3.74e-07
2016 03 15  1549   57462  56940     1.00e-09    3.59e-07
2016 03 15  1550   57462  57000     1.00e-09    3.49e-07
2016 03 15  1551   57462  57060     1.00e-09    3.41e-07
2016 03 15  1552   57462  57120     1.00e-09    3.36e-07
2016 03 15  1553   57462  57180     1.00e-09    3.31e-07
2016 03 15  1554   57462  57240     1.00e-09    3.28e-07
2016 03 15  1555   57462  57300     1.00e-09    3.23e-07
2016 03 15  1556   57462  57360     1.00e-09    3.22e-07
2016 03 15  1557   57462  57420     1.00e-09    3.14e-07
2016 03 15  1558   57462  57480     1.00e-09    3.12e-07
2016 03 15  1559   57462  57540     1.00e-09    3.08e-07
2016 03 15  1600   57462  57600     1.00e-09    3.07e-07
2016 03 15  1601   57462  57660     1.00e-09    3.08e-07
2016 03 15  1602   57462  57720     1.00e-09    3.08e-07
2016 03 15  1603   57462  57780     1.00e-09    3.12e-07
2016 03 15  1604   57462  57840     1.00e-09    3.22e-07
2016 03 15  1605   57462  57900     1.00e-09    3.23e-07
2016 03 15  1606   57462  57960     1.00e-09    3.22e-07
2016 03 15  1607   57462  58020     1.00e-09    3.34e-07
2016 03 15  1608   57462  58080     1.00e-09    3.39e-07
2016 03 15  1609   57462  58140     1.00e-09    3.39e-07
2016 03 15  1610   57462  58200     1.00e-09    3.36e-07
2016 03 15  1611   57462  58260     1.00e-09    3.37e-07
2016 03 15  1612   57462  58320     1.00e-09    3.30e-07
2016 03 15  1613   57462  58380     1.00e-09    3.24e-07
2016 03 15  1614   57462  58440     1.00e-09    3.26e-07
2016 03 15  1615   57462  58500     1.02e-09    3.42e-07
2016 03 15  1616   57462  58560     2.05e-09    3.74e-07
2016 03 15  1617   57462  58620     3.04e-09    3.83e-07
2016 03 15  1618   57462  58680     1.98e-09    3.82e-07
2016 03 15  1619   57462  58740     1.94e-09    3.73e-07
2016 03 15  1620   57462  58800     1.00e-09    3.69e-07
2016 03 15  1621   57462  58860     1.00e-09    3.64e-07
2016 03 15  1622   57462  58920     1.00e-09    3.54e-07
2016 03 15  1623   57462  58980     1.00e-09    3.49e-07
2016 03 15  1624   57462  59040     1.00e-09    3.50e-07
2016 03 15  1625   57462  59100     1.00e-09    3.63e-07
2016 03 15  1626   57462  59160     1.00e-09    3.78e-07
2016 03 15  1627   57462  59220     1.00e-09    3.72e-07
2016 03 15  1628   57462  59280     1.00e-09    3.68e-07
2016 03 15  1629   57462  59340     1.00e-09    3.63e-07
2016 03 15  1630   57462  59400     1.00e-09    3.58e-07
2016 03 15  1631   57462  59460     1.00e-09    3.59e-07
2016 03 15  1632   57462  59520     1.00e-09    3.64e-07
2016 03 15  1633   57462  59580     1.00e-09    3.61e-07
2016 03 15  1634   57462  59640     1.00e-09    3.59e-07
2016 03 15  1635   57462  59700     1.00e-09    3.70e-07
2016 03 15  1636   57462  59760     1.00e-09    3.80e-07
2016 03 15  1637   57462  59820     1.00e-09    3.80e-07
2016 03 15  1638   57462  59880     1.00e-09    3.74e-07
2016 03 15  1639   57462  59940     1.00e-09    3.69e-07
2016 03 15  1640   57462  60000     1.00e-09    3.73e-07
2016 03 15  1641   57462  60060     1.00e-09    3.88e-07
2016 03 15  1642   57462  60120     1.08e-09    3.96e-07
2016 03 15  1643   57462  60180     2.15e-09    4.04e-07
2016 03 15  1644   57462  60240     1.41e-09    4.26e-07
2016 03 15  1645   57462  60300     2.06e-09    4.44e-07
2016 03 15  1646   57462  60360     1.10e-09    4.32e-07
2016 03 15  1647   57462  60420     1.16e-09    4.35e-07
2016 03 15  1648   57462  60480     3.72e-09    4.63e-07
2016 03 15  1649   57462  60540     7.02e-09    5.23e-07
2016 03 15  1650   57462  60600     1.55e-08    6.18e-07
2016 03 15  1651   57462  60660     1.33e-08    6.40e-07
2016 03 15  1652   57462  60720     9.07e-09    6.12e-07
2016 03 15  1653   57462  60780     3.87e-09    5.67e-07
2016 03 15  1654   57462  60840     1.49e-09    5.14e-07
2016 03 15  1655   57462  60900     1.27e-09    4.81e-07
2016 03 15  1656   57462  60960     2.54e-09    4.60e-07
2016 03 15  1657   57462  61020     1.32e-09    4.35e-07
2016 03 15  1658   57462  61080     1.16e-09    4.24e-07
2016 03 15  1659   57462  61140     1.02e-09    4.11e-07
2016 03 15  1700   57462  61200     3.46e-09    4.18e-07
2016 03 15  1701   57462  61260     2.75e-09    4.13e-07
2016 03 15  1702   57462  61320     1.22e-09    4.10e-07
2016 03 15  1703   57462  61380     3.75e-09    4.29e-07
2016 03 15  1704   57462  61440     2.32e-09    4.19e-07
2016 03 15  1705   57462  61500     1.04e-09    4.03e-07
2016 03 15  1706   57462  61560     1.69e-09    4.10e-07
2016 03 15  1707   57462  61620     3.33e-09    4.25e-07
2016 03 15  1708   57462  61680     1.96e-09    4.14e-07
2016 03 15  1709   57462  61740     1.02e-09    3.98e-07
2016 03 15  1710   57462  61800     1.10e-09    3.88e-07
2016 03 15  1711   57462  61860     1.12e-09    3.90e-07
2016 03 15  1712   57462  61920     1.00e-09    3.83e-07
2016 03 15  1713   57462  61980     1.28e-09    3.83e-07
2016 03 15  1714   57462  62040     1.06e-09    3.81e-07
2016 03 15  1715   57462  62100     1.00e-09    3.71e-07
2016 03 15  1716   57462  62160     1.00e-09    3.74e-07
2016 03 15  1717   57462  62220     3.26e-09    3.86e-07
2016 03 15  1718   57462  62280     1.25e-09    3.79e-07
2016 03 15  1719   57462  62340     2.36e-09    3.70e-07
2016 03 15  1720   57462  62400     1.32e-09    3.67e-07
2016 03 15  1721   57462  62460     1.91e-09    3.61e-07
2016 03 15  1722   57462  62520     1.02e-09    3.57e-07
2016 03 15  1723   57462  62580     1.15e-09    3.65e-07
2016 03 15  1724   57462  62640     1.36e-09    3.72e-07
2016 03 15  1725   57462  62700     1.27e-09    3.57e-07
2016 03 15  1726   57462  62760     1.00e-09    3.48e-07
2016 03 15  1727   57462  62820     1.02e-09    3.48e-07
2016 03 15  1728   57462  62880     1.08e-09    3.43e-07
2016 03 15  1729   57462  62940     1.65e-09    3.45e-07
2016 03 15  1730   57462  63000     1.00e-09    3.45e-07
2016 03 15  1731   57462  63060     1.02e-09    3.40e-07
2016 03 15  1732   57462  63120     1.00e-09    3.38e-07
2016 03 15  1733   57462  63180     1.04e-09    3.39e-07
2016 03 15  1734   57462  63240     1.10e-09    3.42e-07
2016 03 15  1735   57462  63300     1.00e-09    3.42e-07
2016 03 15  1736   57462  63360     1.00e-09    3.46e-07
2016 03 15  1737   57462  63420     1.06e-09    3.48e-07
2016 03 15  1738   57462  63480     1.10e-09    3.43e-07
2016 03 15  1739   57462  63540     1.04e-09    3.43e-07
2016 03 15  1740   57462  63600     1.28e-09    3.39e-07
2016 03 15  1741   57462  63660     1.42e-09    3.39e-07
2016 03 15  1742   57462  63720     1.49e-09    3.39e-07
2016 03 15  1743   57462  63780     1.04e-09    3.37e-07
2016 03 15  1744   57462  63840     1.57e-09    3.37e-07
2016 03 15  1745   57462  63900     1.26e-09    3.36e-07
2016 03 15  1746   57462  63960     1.00e-09    3.37e-07
2016 03 15  1747   57462  64020     1.00e-09    3.39e-07
2016 03 15  1748   57462  64080     1.14e-09    3.40e-07
2016 03 15  1749   57462  64140     1.00e-09    3.33e-07
2016 03 15  1750   57462  64200     1.00e-09    3.30e-07
2016 03 15  1751   57462  64260     1.26e-09    3.29e-07
2016 03 15  1752   57462  64320     2.22e-09    3.31e-07
2016 03 15  1753   57462  64380     1.10e-09    3.32e-07
2016 03 15  1754   57462  64440     1.17e-09    3.39e-07
2016 03 15  1755   57462  64500     1.02e-09    3.48e-07
2016 03 15  1756   57462  64560     1.00e-09    3.53e-07
2016 03 15  1757   57462  64620     1.00e-09    3.55e-07
2016 03 15  1758   57462  64680     1.00e-09    3.52e-07
2016 03 15  1759   57462  64740     1.00e-09    3.50e-07
2016 03 15  1800   57462  64800     1.00e-09    3.49e-07
2016 03 15  1801   57462  64860     1.10e-09    3.44e-07
2016 03 15  1802   57462  64920     1.00e-09    3.41e-07
2016 03 15  1803   57462  64980     1.02e-09    3.41e-07
2016 03 15  1804   57462  65040     1.04e-09    3.41e-07
2016 03 15  1805   57462  65100     1.00e-09    3.43e-07
2016 03 15  1806   57462  65160     1.00e-09    3.45e-07
2016 03 15  1807   57462  65220     2.06e-09    3.62e-07
2016 03 15  1808   57462  65280     1.64e-08    5.02e-07
2016 03 15  1809   57462  65340     3.86e-08    7.36e-07
2016 03 15  1810   57462  65400     4.10e-08    8.12e-07
2016 03 15  1811   57462  65460     3.99e-08    8.62e-07
2016 03 15  1812   57462  65520     3.43e-08    8.58e-07
2016 03 15  1813   57462  65580     3.30e-08    8.60e-07
2016 03 15  1814   57462  65640     3.07e-08    8.43e-07
2016 03 15  1815   57462  65700     2.87e-08    8.34e-07
2016 03 15  1816   57462  65760     2.27e-08    7.73e-07
2016 03 15  1817   57462  65820     1.56e-08    7.03e-07
2016 03 15  1818   57462  65880     1.31e-08    6.52e-07
2016 03 15  1819   57462  65940     9.92e-09    6.14e-07
2016 03 15  1820   57462  66000     7.71e-09    5.79e-07
2016 03 15  1821   57462  66060     4.18e-09    5.51e-07
2016 03 15  1822   57462  66120     2.46e-09    5.23e-07
2016 03 15  1823   57462  66180     2.70e-09    5.06e-07
2016 03 15  1824   57462  66240     1.36e-09    4.91e-07
2016 03 15  1825   57462  66300     3.62e-09    4.97e-07
2016 03 15  1826   57462  66360     5.87e-09    4.96e-07
2016 03 15  1827   57462  66420     3.58e-09    4.75e-07
2016 03 15  1828   57462  66480     2.24e-09    4.58e-07
2016 03 15  1829   57462  66540     1.24e-09    4.43e-07
2016 03 15  1830   57462  66600     1.04e-09    4.27e-07
2016 03 15  1831   57462  66660     1.02e-09    4.14e-07
2016 03 15  1832   57462  66720     1.00e-09    3.99e-07
2016 03 15  1833   57462  66780     1.00e-09    3.91e-07
2016 03 15  1834   57462  66840     1.00e-09    3.81e-07
2016 03 15  1835   57462  66900     1.00e-09    3.77e-07
2016 03 15  1836   57462  66960     1.00e-09    3.71e-07
2016 03 15  1837   57462  67020     1.04e-09    3.65e-07
2016 03 15  1838   57462  67080     1.00e-09    3.61e-07
2016 03 15  1839   57462  67140     1.00e-09    3.57e-07
2016 03 15  1840   57462  67200     1.00e-09    3.52e-07
2016 03 15  1841   57462  67260     1.02e-09    3.48e-07
2016 03 15  1842   57462  67320     1.00e-09    3.54e-07
2016 03 15  1843   57462  67380     1.00e-09    3.49e-07
2016 03 15  1844   57462  67440     1.00e-09    3.46e-07
2016 03 15  1845   57462  67500     1.04e-09    3.44e-07
2016 03 15  1846   57462  67560     1.00e-09    3.45e-07
2016 03 15  1847   57462  67620     1.92e-09    3.47e-07
2016 03 15  1848   57462  67680     1.00e-09    3.45e-07
2016 03 15  1849   57462  67740     1.00e-09    3.38e-07
2016 03 15  1850   57462  67800     1.00e-09    3.38e-07
2016 03 15  1851   57462  67860     1.00e-09    3.41e-07
2016 03 15  1852   57462  67920     1.00e-09    3.48e-07
2016 03 15  1853   57462  67980     1.00e-09    3.46e-07
2016 03 15  1854   57462  68040     1.00e-09    3.39e-07
2016 03 15  1855   57462  68100     1.00e-09    3.33e-07
2016 03 15  1856   57462  68160     1.00e-09    3.32e-07
2016 03 15  1857   57462  68220     1.00e-09    3.27e-07
2016 03 15  1858   57462  68280     1.00e-09    3.19e-07
2016 03 15  1859   57462  68340     1.00e-09    3.21e-07
2016 03 15  1900   57462  68400     1.00e-09    3.23e-07
2016 03 15  1901   57462  68460     1.00e-09    3.23e-07
2016 03 15  1902   57462  68520     1.00e-09    3.20e-07
2016 03 15  1903   57462  68580     1.00e-09    3.20e-07
2016 03 15  1904   57462  68640     1.00e-09    3.18e-07
2016 03 15  1905   57462  68700     1.00e-09    3.18e-07
2016 03 15  1906   57462  68760     1.00e-09    3.18e-07
2016 03 15  1907   57462  68820     1.00e-09    3.16e-07
2016 03 15  1908   57462  68880     1.00e-09    3.13e-07
2016 03 15  1909   57462  68940     1.00e-09    3.11e-07
2016 03 15  1910   57462  69000     1.00e-09    3.10e-07
2016 03 15  1911   57462  69060     1.02e-09    3.12e-07
2016 03 15  1912   57462  69120     1.00e-09    3.10e-07
2016 03 15  1913   57462  69180     1.00e-09    3.09e-07
2016 03 15  1914   57462  69240     1.00e-09    3.10e-07
2016 03 15  1915   57462  69300     1.00e-09    3.07e-07
2016 03 15  1916   57462  69360     1.00e-09    3.04e-07
2016 03 15  1917   57462  69420     1.00e-09    3.07e-07
2016 03 15  1918   57462  69480     1.00e-09    3.08e-07
2016 03 15  1919   57462  69540     1.00e-09    3.07e-07
2016 03 15  1920   57462  69600     1.00e-09    3.12e-07
2016 03 15  1921   57462  69660     1.00e-09    3.15e-07
2016 03 15  1922   57462  69720     1.00e-09    3.17e-07
2016 03 15  1923   57462  69780     1.00e-09    3.17e-07
2016 03 15  1924   57462  69840     1.00e-09    3.15e-07
2016 03 15  1925   57462  69900     1.00e-09    3.07e-07
2016 03 15  1926   57462  69960     1.00e-09    3.06e-07
2016 03 15  1927   57462  70020     1.00e-09    3.04e-07
2016 03 15  1928   57462  70080     1.00e-09    3.08e-07
2016 03 15  1929   57462  70140     1.00e-09    3.03e-07
2016 03 15  1930   57462  70200     1.00e-09    3.02e-07
2016 03 15  1931   57462  70260     1.02e-09    3.00e-07
2016 03 15  1932   57462  70320     1.00e-09    2.99e-07
2016 03 15  1933   57462  70380     1.00e-09    2.95e-07
2016 03 15  1934   57462  70440     1.00e-09    2.92e-07
2016 03 15  1935   57462  70500     1.00e-09    2.90e-07
2016 03 15  1936   57462  70560     1.00e-09    2.89e-07
2016 03 15  1937   57462  70620     1.00e-09    2.92e-07
2016 03 15  1938   57462  70680     1.00e-09    3.06e-07
2016 03 15  1939   57462  70740     1.08e-09    3.12e-07
2016 03 15  1940   57462  70800     1.00e-09    3.06e-07
2016 03 15  1941   57462  70860     1.00e-09    3.06e-07
2016 03 15  1942   57462  70920     1.00e-09    2.99e-07
2016 03 15  1943   57462  70980     1.00e-09    2.98e-07
2016 03 15  1944   57462  71040     1.02e-09    2.99e-07
2016 03 15  1945   57462  71100     1.00e-09    3.01e-07
2016 03 15  1946   57462  71160     1.00e-09    3.01e-07
2016 03 15  1947   57462  71220     1.00e-09    3.03e-07
2016 03 15  1948   57462  71280     1.00e-09    3.02e-07
2016 03 15  1949   57462  71340     1.00e-09    3.02e-07
2016 03 15  1950   57462  71400     1.00e-09    3.04e-07
2016 03 15  1951   57462  71460     1.02e-09    3.03e-07
2016 03 15  1952   57462  71520     1.00e-09    3.02e-07
2016 03 15  1953   57462  71580     1.00e-09    3.02e-07
2016 03 15  1954   57462  71640     1.00e-09    3.05e-07
2016 03 15  1955   57462  71700     1.00e-09    3.05e-07
2016 03 15  1956   57462  71760     1.00e-09    3.06e-07
2016 03 15  1957   57462  71820     1.00e-09    3.04e-07
2016 03 15  1958   57462  71880     1.00e-09    3.07e-07
2016 03 15  1959   57462  71940     1.00e-09    3.09e-07
2016 03 15  2000   57462  72000     1.00e-09    3.14e-07
2016 03 15  2001   57462  72060     1.00e-09    3.09e-07
2016 03 15  2002   57462  72120     1.00e-09    3.09e-07
2016 03 15  2003   57462  72180     1.00e-09    3.16e-07
2016 03 15  2004   57462  72240     1.00e-09    3.18e-07
2016 03 15  2005   57462  72300     1.02e-09    3.27e-07
2016 03 15  2006   57462  72360     1.02e-09    3.45e-07
2016 03 15  2007   57462  72420     1.16e-09    3.61e-07
2016 03 15  2008   57462  72480     1.08e-09    3.70e-07
2016 03 15  2009   57462  72540     1.06e-09    3.76e-07
2016 03 15  2010   57462  72600     1.35e-09    3.77e-07
2016 03 15  2011   57462  72660     3.00e-09    3.80e-07
2016 03 15  2012   57462  72720     1.86e-09    3.81e-07
2016 03 15  2013   57462  72780     1.04e-09    3.88e-07
2016 03 15  2014   57462  72840     1.56e-09    3.91e-07
2016 03 15  2015   57462  72900     1.10e-09    3.93e-07
2016 03 15  2016   57462  72960     1.19e-09    3.95e-07
2016 03 15  2017   57462  73020     1.04e-09    3.92e-07
2016 03 15  2018   57462  73080     1.02e-09    3.85e-07
2016 03 15  2019   57462  73140     1.24e-09    3.81e-07
2016 03 15  2020   57462  73200     1.47e-09    3.92e-07
2016 03 15  2021   57462  73260     1.10e-09    3.97e-07
2016 03 15  2022   57462  73320     1.00e-09    3.96e-07
2016 03 15  2023   57462  73380     1.00e-09    3.92e-07
2016 03 15  2024   57462  73440     1.00e-09    3.82e-07
2016 03 15  2025   57462  73500     1.08e-09    3.69e-07
2016 03 15  2026   57462  73560     1.02e-09    3.61e-07
2016 03 15  2027   57462  73620     1.00e-09    3.54e-07
2016 03 15  2028   57462  73680     1.00e-09    3.45e-07
2016 03 15  2029   57462  73740     1.00e-09    3.46e-07
2016 03 15  2030   57462  73800     1.00e-09    3.41e-07
2016 03 15  2031   57462  73860     1.00e-09    3.33e-07
2016 03 15  2032   57462  73920     1.00e-09    3.31e-07
2016 03 15  2033   57462  73980     1.00e-09    3.26e-07
2016 03 15  2034   57462  74040     1.00e-09    3.20e-07
2016 03 15  2035   57462  74100     1.00e-09    3.15e-07
2016 03 15  2036   57462  74160     1.00e-09    3.10e-07
2016 03 15  2037   57462  74220     1.00e-09    3.04e-07
2016 03 15  2038   57462  74280     1.00e-09    3.10e-07
2016 03 15  2039   57462  74340     5.86e-09    4.45e-07
2016 03 15  2040   57462  74400     1.04e-08    5.27e-07
2016 03 15  2041   57462  74460     4.39e-09    4.37e-07
2016 03 15  2042   57462  74520     1.17e-08    4.58e-07
2016 03 15  2043   57462  74580     1.08e-08    5.01e-07
2016 03 15  2044   57462  74640     7.25e-09    4.90e-07
2016 03 15  2045   57462  74700     4.87e-09    4.53e-07
2016 03 15  2046   57462  74760     2.66e-09    4.33e-07
2016 03 15  2047   57462  74820     3.31e-09    4.20e-07
2016 03 15  2048   57462  74880     2.18e-09    4.00e-07
2016 03 15  2049   57462  74940     1.15e-09    3.84e-07
2016 03 15  2050   57462  75000     1.02e-09    3.69e-07
2016 03 15  2051   57462  75060     1.00e-09    3.55e-07
2016 03 15  2052   57462  75120     1.00e-09    3.41e-07
2016 03 15  2053   57462  75180     1.00e-09    3.28e-07
2016 03 15  2054   57462  75240     1.02e-09    3.17e-07
2016 03 15  2055   57462  75300     1.04e-09    3.08e-07
2016 03 15  2056   57462  75360     1.00e-09    3.02e-07
2016 03 15  2057   57462  75420     1.02e-09    2.98e-07
2016 03 15  2058   57462  75480     1.06e-09    2.94e-07
2016 03 15  2059   57462  75540     1.00e-09    2.87e-07
2016 03 15  2100   57462  75600     1.00e-09    2.79e-07
2016 03 15  2101   57462  75660     1.00e-09    2.74e-07
2016 03 15  2102   57462  75720     1.02e-09    2.69e-07
2016 03 15  2103   57462  75780     1.00e-09    2.66e-07
2016 03 15  2104   57462  75840     1.02e-09    2.62e-07
2016 03 15  2105   57462  75900     1.00e-09    2.60e-07
2016 03 15  2106   57462  75960     1.00e-09    2.57e-07
2016 03 15  2107   57462  76020     1.00e-09    2.55e-07
2016 03 15  2108   57462  76080     1.12e-09    2.53e-07
2016 03 15  2109   57462  76140     1.02e-09    2.50e-07
2016 03 15  2110   57462  76200     1.00e-09    2.48e-07
2016 03 15  2111   57462  76260     1.02e-09    2.46e-07
2016 03 15  2112   57462  76320     1.00e-09    2.45e-07
2016 03 15  2113   57462  76380     1.00e-09    2.44e-07
2016 03 15  2114   57462  76440     1.00e-09    2.43e-07
2016 03 15  2115   57462  76500     1.00e-09    2.38e-07
2016 03 15  2116   57462  76560     1.00e-09    2.41e-07
2016 03 15  2117   57462  76620     1.00e-09    2.46e-07
2016 03 15  2118   57462  76680     1.00e-09    2.44e-07
2016 03 15  2119   57462  76740     1.00e-09    2.47e-07
2016 03 15  2120   57462  76800     1.00e-09    2.46e-07
2016 03 15  2121   57462  76860     1.00e-09    2.44e-07
2016 03 15  2122   57462  76920     1.08e-09    2.43e-07
2016 03 15  2123   57462  76980     1.38e-09    2.45e-07
2016 03 15  2124   57462  77040     1.00e-09    2.45e-07
2016 03 15  2125   57462  77100     1.00e-09    2.40e-07
2016 03 15  2126   57462  77160     1.00e-09    2.42e-07
2016 03 15  2127   57462  77220     1.00e-09    2.38e-07
2016 03 15  2128   57462  77280     1.02e-09    2.39e-07
2016 03 15  2129   57462  77340     1.00e-09    2.42e-07
2016 03 15  2130   57462  77400     1.00e-09    2.50e-07
2016 03 15  2131   57462  77460     1.23e-09    2.62e-07
2016 03 15  2132   57462  77520     1.00e-09    2.71e-07
2016 03 15  2133   57462  77580     1.00e-09    2.74e-07
2016 03 15  2134   57462  77640     1.04e-09    2.69e-07
2016 03 15  2135   57462  77700     1.00e-09    2.67e-07
2016 03 15  2136   57462  77760     1.00e-09    2.63e-07
2016 03 15  2137   57462  77820     1.00e-09    2.53e-07
2016 03 15  2138   57462  77880     1.10e-09    2.49e-07
2016 03 15  2139   57462  77940     1.50e-09    2.48e-07
2016 03 15  2140   57462  78000     1.00e-09    2.41e-07
2016 03 15  2141   57462  78060     1.00e-09    2.39e-07
2016 03 15  2142   57462  78120     1.00e-09    2.36e-07
2016 03 15  2143   57462  78180     1.00e-09    2.34e-07
2016 03 15  2144   57462  78240     1.06e-09    2.37e-07
2016 03 15  2145   57462  78300     1.00e-09    2.33e-07
2016 03 15  2146   57462  78360     1.00e-09    2.32e-07
2016 03 15  2147   57462  78420     1.00e-09    2.35e-07
2016 03 15  2148   57462  78480     1.00e-09    2.29e-07
2016 03 15  2149   57462  78540     1.00e-09    2.29e-07
2016 03 15  2150   57462  78600     1.00e-09    2.30e-07
2016 03 15  2151   57462  78660     1.00e-09    2.32e-07
2016 03 15  2152   57462  78720     1.00e-09    2.40e-07
2016 03 15  2153   57462  78780     1.04e-09    2.50e-07
2016 03 15  2154   57462  78840     1.00e-09    2.50e-07
2016 03 15  2155   57462  78900     1.00e-09    2.45e-07
2016 03 15  2156   57462  78960     1.00e-09    2.40e-07
2016 03 15  2157   57462  79020     1.00e-09    2.34e-07
2016 03 15  2158   57462  79080     1.00e-09    2.30e-07
2016 03 15  2159   57462  79140     1.00e-09    2.32e-07
2016 03 15  2200   57462  79200     1.00e-09    2.29e-07
2016 03 15  2201   57462  79260     1.00e-09    2.26e-07
2016 03 15  2202   57462  79320     1.00e-09    2.22e-07
2016 03 15  2203   57462  79380     1.00e-09    2.19e-07
2016 03 15  2204   57462  79440     1.00e-09    2.17e-07
2016 03 15  2205   57462  79500     1.00e-09    2.17e-07
2016 03 15  2206   57462  79560     1.00e-09    2.17e-07
2016 03 15  2207   57462  79620     1.00e-09    2.16e-07
2016 03 15  2208   57462  79680     1.00e-09    2.16e-07
2016 03 15  2209   57462  79740     1.00e-09    2.15e-07
2016 03 15  2210   57462  79800     1.00e-09    2.14e-07
2016 03 15  2211   57462  79860     1.00e-09    2.18e-07
2016 03 15  2212   57462  79920     1.00e-09    2.20e-07
2016 03 15  2213   57462  79980     1.00e-09    2.20e-07
2016 03 15  2214   57462  80040     1.00e-09    2.16e-07
2016 03 15  2215   57462  80100     1.00e-09    2.14e-07
2016 03 15  2216   57462  80160     1.00e-09    2.15e-07
2016 03 15  2217   57462  80220     1.00e-09    2.19e-07
2016 03 15  2218   57462  80280     1.00e-09    2.17e-07
2016 03 15  2219   57462  80340     1.00e-09    2.14e-07
2016 03 15  2220   57462  80400     1.00e-09    2.12e-07
2016 03 15  2221   57462  80460     1.00e-09    2.14e-07
2016 03 15  2222   57462  80520     1.00e-09    2.17e-07
2016 03 15  2223   57462  80580     1.00e-09    2.20e-07
2016 03 15  2224   57462  80640     1.00e-09    2.17e-07
2016 03 15  2225   57462  80700     1.00e-09    2.17e-07
2016 03 15  2226   57462  80760     1.00e-09    2.13e-07
2016 03 15  2227   57462  80820     1.00e-09    2.10e-07
2016 03 15  2228   57462  80880     1.00e-09    2.08e-07
2016 03 15  2229   57462  80940     1.00e-09    2.10e-07
2016 03 15  2230   57462  81000     1.00e-09    2.15e-07
2016 03 15  2231   57462  81060     1.00e-09    2.10e-07
